Solaranlage01,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal
40011.81250000000,0,1211,2.96,0,0,1122,0,1,987,81.04,80.35,55.56,48.76,48.76,43,43.77,41.32,42.57,41.8,51.1,38.3,38.65,41.38,38.96,76.05,74.76,34.17,45.26,48.86,826,62200,79,79,48,57,62928
40011.81597200000,0,1211,2.96,0,0,1122,0,1,987,81.04,80.27,55.46,48.76,48.76,41.77,42.62,40.05,41.05,41.05,51.82,37.3,38.22,40.37,37.8,75.71,74.61,34.2,44.83,48.53,826,62200,78,78,47,56,62928
40011.81944400000,0,1211,2.96,0,0,1122,0,1,987,81.04,80.35,55.56,48.76,48.76,40.7,41.57,39.1,40.2,40.17,52.17,36.47,37.7,39.44,36.71,75.38,74.43,34.15,44.49,48.17,826,62200,78,78,47,56,62928
40011.82291700000,0,1211,2.95,0,0,1122,0,1,987,81.04,80.35,55.56,48.76,48.76,38.85,40.05,37.8,38.65,38.87,51.2,35.27,36.87,38.17,35.27,75.02,74.17,34.12,44.13,47.91,826,62200,78,78,47,56,62928
40011.82638900000,0,1211,2.95,0,0,1122,0,1,987,81.04,80.27,55.56,48.76,48.76,37.57,38.82,36.8,37.5,37.8,50.82,34.27,36.22,37.07,33.99,74.61,74.09,34.15,43.72,47.58,826,62200,78,77,47,55,62928
40011.82986100000,0,1211,2.95,0,0,1122,0,1,987,81.04,80.35,55.56,48.69,48.69,36.3,37.67,35.8,36.4,36.82,50.42,33.42,35.72,36.1,32.9,74.25,73.83,34.12,43.46,47.24,826,62200,78,77,47,55,62928
40011.83333300000,0,1211,2.95,0,0,1122,0,1,987,81.04,80.27,55.64,48.69,48.69,35.37,36.65,35.3,36.07,36.12,52.07,32.9,35.47,35.37,31.91,73.91,73.65,34.15,43.1,47.06,826,62200,78,77,47,55,62928
40011.83680600000,0,1211,2.95,0,0,1122,0,1,987,81.04,80.35,55.64,48.69,48.69,34.5,35.82,34.8,35.7,35.4,52.6,32.3,35.27,34.7,31.08,73.58,73.47,34.15,42.77,46.81,826,62200,77,76,46,54,62928
40011.84027800000,0,1211,2.95,0,0,1122,0,1,987,81.04,80.35,55.64,48.69,48.69,33.6,35.05,34.12,35.05,34.7,52.4,31.72,35,34.07,30.36,73.22,73.32,34.15,42.51,46.47,826,62200,77,76,46,54,62928
40011.84375000000,0,1211,2.95,0,0,1122,0,1,987,81.04,80.35,55.64,48.69,48.69,32.92,34.32,33.52,34.32,34.05,52.07,31.2,34.8,33.49,29.63,72.88,73.06,34.15,42.25,46.21,826,62200,77,76,46,54,62928
40011.84722200000,0,1211,2.94,0,0,1122,0,1,987,81.04,80.35,55.64,48.69,48.69,32.22,33.62,32.95,33.6,33.47,51.12,30.7,34.57,32.97,28.95,72.55,72.96,34.12,41.99,45.96,826,62200,76,75,46,54,62928
40011.85069400000,0,1211,2.94,0,0,1122,0,1,987,81.04,80.27,55.64,48.61,48.61,31.62,33,32.42,32.9,32.95,50.4,30.27,34.2,32.56,28.39,72.19,72.7,34.12,41.74,45.7,826,62200,76,75,46,54,62928
40011.85416700000,0,1211,2.94,0,0,1122,0,1,987,81.04,80.27,55.71,48.61,48.61,31.07,32.55,32.1,32.35,32.5,49.85,29.85,33.8,32.14,27.88,71.85,72.55,34.12,41.48,45.44,826,62200,76,75,46,54,62928
40011.85763900000,0,1211,2.94,0,0,1122,0,1,987,81.04,80.35,55.71,48.61,48.61,30.57,32.1,31.72,31.85,32.12,48.92,29.5,33.45,31.9,27.5,71.52,72.37,34.12,41.22,45.26,826,62200,76,74,46,53,62928
40011.86111100000,0,1211,2.94,0,0,1122,0,1,987,81.04,80.27,55.71,48.61,48.61,30.1,31.65,31.4,31.35,31.77,47.45,29.1,32.85,31.79,27.01,71.16,72.19,34.12,41.04,45.08,826,62200,76,74,46,53,62928
40011.86458300000,0,1211,2.94,0,0,1122,0,1,987,81.04,80.27,55.71,48.61,48.61,29.7,31.25,31.5,30.95,31.37,46.37,28.75,32.3,32.03,26.64,70.82,72.03,34.1,40.78,44.82,826,62200,76,74,46,53,62928
40011.86805600000,0,1211,2.94,0,0,1122,0,1,987,81.04,80.27,55.82,48.61,48.61,29.35,30.9,32.62,30.6,31.07,45.4,28.47,31.9,33.24,26.28,70.57,71.85,34.1,40.63,44.57,826,62200,75,73,45,52,62928
40011.87152800000,0,1211,2.94,0,0,1122,0,1,987,81.04,80.27,55.82,48.61,48.61,29,30.5,34.7,30.25,30.8,44.1,28.2,31.4,34.76,25.89,70.23,71.67,34.1,40.37,44.41,826,62200,75,73,45,52,62928
40011.87500000000,0,1211,2.93,0,0,1122,0,1,987,81.04,80.27,55.82,48.61,48.61,28.67,30.15,35.7,29.9,30.5,43,27.85,30.82,35.17,25.48,69.87,71.52,34.1,40.19,44.15,826,62200,75,73,45,52,62928
40011.87847200000,0,1211,2.93,0,0,1122,0,1,987,81.04,80.27,55.82,48.61,48.61,28.45,29.82,35.65,29.67,30.3,42.05,27.6,30.3,35.42,25.17,69.54,71.34,34.1,40.01,43.97,826,62200,74,72,45,51,62928
40011.88194400000,0,1211,2.93,0,0,1122,0,1,987,81.04,80.27,55.82,48.61,48.61,28.22,29.6,35.45,29.47,30.2,41.37,27.4,30,35.75,24.88,69.2,71.08,34.1,39.86,43.79,826,62200,74,72,45,51,62928
40011.88541700000,0,1211,2.93,0,0,1122,0,1,987,81.04,80.27,55.82,48.51,48.51,28.1,29.45,34.45,29.32,29.97,40.75,27.22,29.77,35.37,24.7,68.94,70.9,34.1,39.6,43.54,826,62200,74,72,45,51,62928
40011.88888900000,0,1211,2.93,0,0,1122,0,1,987,80.94,80.27,55.82,48.51,48.51,27.82,29.27,33.4,29.2,29.85,39.6,27.1,29.52,34.54,24.78,68.69,70.75,34.1,39.42,43.38,826,62200,74,71,44,51,62928
40011.89236100000,0,1211,2.93,0,0,1122,0,1,987,80.94,80.27,55.82,48.51,48.51,27.67,29.15,32.3,29.05,29.7,38.25,26.9,29.3,33.44,25.53,68.43,70.64,34.1,39.24,43.2,826,62200,74,71,44,51,62928
40011.89583300000,0,1211,2.93,0,0,1122,0,1,987,81.04,80.27,55.89,48.51,48.51,27.52,29,31.1,28.9,29.52,37.1,26.75,29.07,32.31,28.95,68.07,70.49,34.07,39.09,43.02,826,62200,74,71,44,51,62928
40011.89930600000,0,1211,2.93,0,0,1122,0,1,987,80.94,80.27,55.82,48.51,48.51,27.4,28.82,30.27,28.75,29.37,35.85,26.57,28.95,31.32,32.22,67.73,70.23,34.1,38.91,42.87,826,62200,73,60,44,50,62928
40011.90277800000,0,1211,2.93,0,0,1122,0,1,987,80.94,80.27,55.89,48.51,48.51,27.25,28.7,29.67,28.57,29.22,34.85,26.45,28.8,30.47,33.14,67.4,70.13,34.07,38.83,42.69,826,62200,73,60,44,50,62928
40011.90625000000,0,1211,2.93,0,0,1122,0,1,987,80.94,80.27,55.89,48.51,48.51,27.27,28.55,29.25,28.4,29.1,34.1,26.27,28.57,29.81,32.7,67.14,69.97,34.07,38.57,42.51,826,62200,73,60,44,50,62928
40011.90972200000,0,1211,2.93,0,0,1122,0,1,987,81.04,80.27,55.89,48.51,48.51,27.12,28.37,28.92,28.3,28.97,33.6,26.12,28.32,29.32,31.62,66.89,69.79,34.05,38.47,42.35,826,62200,72,69,43,49,62928
40011.91319400000,0,1211,2.92,0,0,1122,0,1,987,80.94,80.27,55.89,48.43,48.43,27.02,28.25,28.7,28.2,28.82,33.4,26,28,28.88,30.47,66.52,69.61,34.07,38.31,42.17,826,62200,72,69,43,49,62928
40011.91666700000,0,1211,2.92,0,0,1122,0,1,987,80.94,80.27,55.89,48.43,48.43,26.9,28.2,28.55,28.1,28.72,33.35,25.95,27.85,28.62,29.44,66.27,69.46,34.07,38.21,41.99,826,62200,72,69,43,49,62928
40011.92013900000,0,1211,2.92,0,0,1122,0,1,987,80.94,80.27,55.89,48.43,48.43,26.8,28.1,28.67,28.02,28.67,33.3,25.87,27.6,28.38,28.53,66.01,69.28,34.05,38.06,41.84,826,62200,72,68,43,49,62928
40011.92361100000,0,1211,2.92,0,0,1122,0,1,987,81.04,80.27,55.97,48.43,48.43,26.75,27.95,28.8,27.85,28.5,33.22,25.7,27.4,28.16,27.74,65.68,69.1,34.05,37.88,41.66,826,62200,72,68,43,49,62928
40011.92708300000,0,1211,2.92,0,0,1122,0,1,987,80.94,80.27,55.97,48.43,48.43,26.5,27.82,28.87,27.7,28.32,33.1,25.62,27.15,27.96,27.01,65.42,68.94,34.02,37.8,41.58,826,62200,72,68,43,49,62928
40011.93055600000,0,1211,2.92,0,0,1122,0,1,987,80.94,80.27,55.97,48.43,48.43,26.3,27.7,28.8,27.5,28.17,33.02,25.55,26.92,27.83,26.25,65.16,68.76,34.05,37.7,41.4,826,62200,71,67,43,48,62928
40011.93402800000,0,1211,2.92,0,0,1122,0,1,987,81.04,80.27,55.97,48.43,48.43,26.22,27.55,28.62,27.4,28.02,32.65,25.4,26.65,27.61,25.36,64.9,68.58,34.02,37.54,41.32,826,62200,71,67,43,48,62928
40011.93750000000,0,1211,2.92,0,0,1122,0,1,987,80.94,80.27,55.97,48.35,48.35,26.2,27.4,28.4,27.27,27.95,32.27,25.3,26.47,27.41,24.63,64.65,68.43,34,37.44,41.14,826,62200,71,67,43,48,62928
40011.94097200000,0,1211,2.92,0,0,1122,0,1,987,80.94,80.27,56.07,48.35,48.35,26.07,27.25,28.17,27.17,27.87,31.8,25.22,26.27,27.28,24.1,64.39,68.33,34,37.36,40.96,826,62200,70,66,43,48,62928
40011.94444400000,0,1211,2.92,0,0,1122,0,1,987,80.94,80.27,56.07,48.35,48.35,25.95,27.17,27.95,27.1,27.8,31.5,25.2,26.12,27.17,23.71,64.13,68.17,34,37.28,40.89,826,62200,70,66,43,48,62928
40011.94791700000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.07,48.35,48.35,26,27.07,27.7,27.02,27.7,31.25,25.1,26,27.03,23.42,63.8,67.99,34,37.1,40.7,826,62200,70,66,43,48,62928
40011.95138900000,0,1211,2.92,0,0,1122,0,1,987,80.94,80.27,56.07,48.35,48.35,26.15,27,27.5,26.97,27.6,31.07,24.95,25.9,26.84,23.23,63.54,67.81,34.02,37.03,40.55,826,62200,60,65,42,47,62928
40011.95486100000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.07,48.35,48.35,26.35,26.9,27.3,26.87,27.52,30.9,24.85,25.8,26.75,23.03,63.28,67.66,34,36.92,40.45,826,62200,60,65,42,47,62928
40011.95833300000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.07,48.35,48.35,26.72,26.85,27.1,26.77,27.4,30.72,24.7,25.7,26.59,22.89,63.1,67.48,34,36.85,40.29,826,62200,60,65,42,47,62928
40011.96180600000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.07,48.35,48.35,27.37,26.8,26.97,26.65,27.27,30.57,24.57,25.6,26.51,22.71,62.84,67.4,34,36.77,40.19,826,62200,69,65,42,47,62928
40011.96527800000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.15,48.35,48.35,28.05,26.8,26.8,26.55,27.22,30.5,24.52,25.52,26.42,22.57,62.51,67.14,34,36.67,40.04,826,62200,69,65,42,47,62928
40011.96875000000,0,1211,2.92,0,0,1122,0,1,987,80.94,80.27,56.15,48.35,48.35,28.5,26.8,26.62,26.45,27.07,30.32,24.4,25.4,26.29,22.35,62.25,67.04,34,36.59,40.04,826,62200,69,65,42,47,62928
40011.97222200000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.15,48.35,48.35,28.52,27,26.47,26.3,26.97,30.1,24.27,25.25,26.15,22.21,62.07,66.89,33.97,36.51,39.86,826,62200,69,64,42,46,62928
40011.97569400000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.15,48.25,48.25,28.3,27.7,26.32,26.2,26.8,29.92,24.17,25.1,26.15,22.06,61.81,66.7,33.97,36.41,39.78,826,62200,69,64,42,46,62928
40011.97916700000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.15,48.25,48.25,27.92,28.7,26.2,26.1,26.7,29.8,24.1,24.97,26.04,21.87,61.56,66.63,33.95,36.33,39.68,826,62200,69,64,42,46,62928
40011.98263900000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.15,48.25,48.25,27.57,29.37,26.12,26.05,26.65,29.65,24.05,24.82,25.96,21.68,61.3,66.45,33.95,36.33,39.52,826,62200,68,63,41,46,62928
40011.98611100000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.15,48.25,48.25,27.12,29.57,26.02,26,26.62,29.52,24.1,24.7,25.85,21.58,61.12,66.27,33.95,36.25,39.42,826,62200,68,63,41,46,62928
40011.98958300000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.23,48.25,48.25,26.75,29.42,25.95,25.9,26.62,29.47,24.02,24.57,25.8,21.4,60.86,66.11,33.92,36.15,39.34,826,62200,68,63,41,46,62928
40011.99305600000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.23,48.25,48.25,26.37,29.1,25.82,25.77,26.55,29.37,24,24.4,25.71,21.31,60.6,66.01,33.92,36.15,39.26,826,62200,68,62,41,45,62928
40011.99652800000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.23,48.25,48.25,26.05,28.77,25.7,25.6,26.37,29.37,23.87,24.25,25.52,21.11,60.35,65.86,33.92,36.07,39.16,826,62200,68,62,41,45,62928
40012.00000000000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.23,48.25,48.25,25.7,28.37,25.5,25.4,26.1,29.32,23.6,24.05,25.32,20.9,60.19,65.68,33.92,36,39.08,826,62200,68,62,41,45,62928
40012.00347200000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.23,48.25,48.25,25.4,27.9,25.3,25.32,25.77,29.22,23.45,23.85,25.24,20.77,59.94,65.6,33.92,36,39.01,826,62200,67,61,41,45,62928
40012.00694400000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.33,48.25,48.25,25.07,27.55,25.12,25.72,25.6,29.12,23.27,23.6,25.08,20.58,59.76,65.34,33.9,35.89,38.83,826,62200,67,61,41,45,62928
40012.01041700000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.33,48.17,48.17,24.9,27.25,25.07,26.55,25.5,28.97,23.25,23.45,24.97,20.46,59.5,65.24,33.9,35.82,38.75,826,62200,67,61,41,45,62928
40012.01388900000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.33,48.17,48.17,24.67,26.92,24.97,27.22,25.4,28.9,23.15,23.3,24.88,20.34,59.24,65.08,33.9,35.82,38.75,826,62200,66,61,41,44,62928
40012.01736100000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.33,48.25,48.25,24.42,26.7,24.85,27.62,25.37,28.8,23.15,23.2,24.86,20.22,59.06,64.98,33.9,35.74,38.65,826,62200,66,61,41,44,62928
40012.02083300000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.33,48.17,48.17,24.27,26.5,24.87,27.8,25.5,28.72,23.15,23.12,24.86,20.22,58.8,64.83,33.9,35.74,38.57,826,62200,66,61,41,44,62928
40012.02430600000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.33,48.17,48.17,24.12,26.32,24.85,27.8,25.45,28.62,23.17,23.05,24.81,20.19,58.65,64.65,33.9,35.64,38.49,826,62200,66,60,40,44,62928
40012.02777800000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.33,48.17,48.17,23.9,26.25,24.8,27.77,25.4,28.6,23.1,23,24.77,20.14,58.39,64.57,33.9,35.64,38.39,826,62200,66,60,40,44,62928
40012.03125000000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.33,48.17,48.17,23.82,26.12,24.7,27.5,25.42,28.5,23.1,22.95,24.75,20.12,58.21,64.39,33.9,35.56,38.31,826,62200,66,60,40,44,62928
40012.03472200000,0,1211,2.91,0,0,1122,0,1,987,81.04,80.27,56.41,48.17,48.17,23.85,26,24.62,27.15,25.3,28.45,22.97,22.82,24.64,20.03,57.95,64.21,33.9,35.56,38.23,826,62200,65,59,40,43,62928
40012.03819400000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.41,48.17,48.17,23.72,25.87,24.52,26.8,25.27,28.27,22.95,22.77,24.58,19.95,57.77,64.13,33.9,35.48,38.13,826,62200,65,59,40,43,62928
40012.04166700000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.27,56.41,48.17,48.17,23.6,25.77,24.45,26.47,25.17,28.2,22.87,22.65,24.55,19.88,57.62,63.95,33.87,35.48,38.05,826,62200,65,59,40,43,62928
40012.04513900000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.41,48.09,48.09,23.6,25.7,24.47,26.15,25.12,28,22.9,22.6,24.61,19.85,57.44,63.87,33.87,35.48,38.05,826,62200,65,59,30,43,62928
40012.04861100000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.41,48.09,48.09,23.52,25.65,24.52,25.92,25.1,27.92,22.9,22.55,24.61,19.85,57.18,63.69,33.87,35.38,37.98,826,62200,65,59,30,43,62928
40012.05208300000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.27,56.41,48.09,48.09,23.67,25.7,24.7,25.8,25.22,27.82,22.92,22.52,24.66,19.93,57,63.54,33.87,35.38,37.87,826,62200,65,59,30,43,62928
40012.05555600000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.27,56.41,48.09,48.09,23.75,25.77,24.75,25.72,25.32,27.8,23,22.6,24.72,20.03,56.74,63.44,33.87,35.3,37.8,826,62200,65,58,30,43,62928
40012.05902800000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.49,48.09,48.09,23.82,25.8,24.8,25.62,25.4,27.8,23,22.6,24.72,20.03,56.59,63.28,33.87,35.22,37.72,826,62200,65,58,30,43,62928
40012.06250000000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.41,48.09,48.09,24.07,25.85,24.87,25.52,25.4,27.77,22.9,22.6,24.72,20.03,56.41,63.18,33.85,35.22,37.62,826,62200,65,58,30,43,62928
40012.06597200000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.49,48.09,48.09,24.1,25.85,24.87,25.5,25.4,27.7,22.85,22.6,24.66,20.09,56.23,63.02,33.85,35.12,37.62,826,62200,64,58,30,42,62928
40012.06944400000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.49,48.09,48.09,24.05,25.82,24.87,25.37,25.35,27.67,22.92,22.6,24.75,20.09,56.07,62.92,33.85,35.12,37.54,826,62200,64,58,30,42,62928
40012.07291700000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.27,56.49,48.09,48.09,23.72,25.77,24.8,25.22,25.32,27.6,22.97,22.6,24.81,20.12,55.82,62.77,33.82,35.12,37.46,826,62200,64,58,30,42,62928
40012.07638900000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.27,56.49,48.09,48.09,23.7,25.75,24.75,25.1,25.37,27.52,23,22.6,24.81,20.12,55.64,62.59,33.82,35.04,37.36,826,62200,63,57,39,42,62928
40012.07986100000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.27,56.49,48.09,48.09,23.8,25.67,24.77,25.02,25.3,27.42,22.9,22.5,24.75,20.07,55.46,62.51,33.82,35.04,37.36,826,62200,63,57,39,42,62928
40012.08333300000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.49,47.99,47.99,23.67,25.6,24.75,24.95,25.3,27.37,22.95,22.5,24.72,20.03,55.3,62.33,33.8,34.97,37.28,826,62200,63,57,39,42,62928
40012.08680600000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.27,56.59,47.99,47.99,23.7,25.52,24.7,24.9,25.25,27.3,22.87,22.42,24.64,20.03,55.12,62.25,33.8,34.97,37.2,826,62200,63,56,39,42,62928
40012.09027800000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.59,47.99,47.99,23.65,25.47,24.62,24.8,25.2,27.22,22.87,22.37,24.64,20.03,54.94,62.07,33.8,34.97,37.2,826,62200,63,56,39,42,62928
40012.09375000000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.27,56.59,47.99,47.99,23.7,25.37,24.62,24.72,25.2,27.17,22.82,22.35,24.64,20.03,54.79,61.99,33.8,34.86,37.2,826,62200,63,56,39,42,62928
40012.09722200000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.59,47.91,47.91,23.5,25.3,24.52,24.62,25.2,27.1,22.8,22.3,24.58,20.03,54.61,61.81,33.77,34.86,37.1,826,62200,63,56,39,41,62928
40012.10069400000,0,1211,2.91,0,0,1122,0,1,987,80.94,80.27,56.59,47.91,47.91,23.37,25.22,24.5,24.52,25.1,27.02,22.77,22.25,24.53,20.07,54.35,61.74,33.77,34.86,36.95,826,62200,63,56,39,41,62928
40012.10416700000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.59,47.91,47.91,23.3,25.17,24.42,24.42,25,26.95,22.72,22.2,24.53,20.12,54.17,61.56,33.77,34.79,36.95,826,62200,63,56,39,41,62928
40012.10763900000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.59,47.91,47.91,23.3,25.12,24.42,24.4,24.97,26.9,22.72,22.2,24.53,20.14,54.02,61.48,33.77,34.79,36.95,826,62200,62,55,39,41,62928
40012.11111100000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.59,47.91,47.91,23.35,25.05,24.37,24.37,24.95,26.87,22.67,22.12,24.5,20.14,53.83,61.3,33.77,34.79,36.84,826,62200,62,55,39,41,62928
40012.11458300000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.67,47.91,47.91,23.5,25,24.32,24.35,24.95,26.82,22.7,22.17,24.42,20.12,53.76,61.22,33.75,34.71,36.77,826,62200,62,55,39,41,62928
40012.11805600000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.67,47.91,47.91,23.52,24.9,24.25,24.22,24.8,26.82,22.55,22.07,24.28,20.09,53.5,61.04,33.75,34.71,36.77,826,62200,62,55,39,41,62928
40012.12152800000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.67,47.84,47.84,23.5,24.97,24.17,24.17,24.6,26.82,22.6,22.17,24.28,20.14,53.4,60.96,33.75,34.71,36.69,826,62200,62,55,39,41,62928
40012.12500000000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.67,47.91,47.91,23.6,25,24.37,24.3,24.75,26.9,22.6,22.2,24.42,20.22,53.24,60.78,33.75,34.71,36.69,826,62200,62,55,39,41,62928
40012.12847200000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.67,47.84,47.84,23.62,25.05,24.35,24.22,24.75,26.9,22.52,22.2,24.42,20.27,53.06,60.71,33.75,34.61,36.59,826,62200,61,54,39,40,62928
40012.13194400000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.67,47.84,47.84,23.65,25,24.3,24.25,24.67,26.85,22.6,22.27,24.42,20.27,52.88,60.6,33.72,34.61,36.59,826,62200,61,54,39,40,62928
40012.13541700000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.74,47.84,47.84,23.5,24.9,24.12,24.02,24.52,26.72,22.55,22.1,24.25,20.17,52.73,60.45,33.75,34.61,36.51,826,62200,61,54,39,40,62928
40012.13888900000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.74,47.84,47.84,23.35,24.8,24,23.8,24.35,26.57,22.5,22,24.09,20.03,52.55,60.27,33.7,34.53,36.43,826,62200,61,54,38,40,62928
40012.14236100000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.74,47.84,47.84,23.12,24.7,23.8,23.6,24.12,26.4,22.5,21.9,23.95,19.9,52.47,60.19,33.72,34.53,36.43,826,62200,61,54,38,40,62928
40012.14583300000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.74,47.84,47.84,22.97,24.5,23.6,23.3,23.87,26.17,22.27,21.67,23.82,19.64,52.21,60.09,33.72,34.53,36.43,826,62200,61,54,38,40,62928
40012.14930600000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.74,47.84,47.84,22.67,24.2,23.35,22.92,23.62,25.92,22.02,21.42,23.56,19.35,52.11,59.94,33.7,34.53,36.43,826,62200,60,53,38,30,62928
40012.15277800000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.74,47.84,47.84,22.42,24.02,23.17,22.77,23.37,25.7,21.92,21.25,23.43,19.15,51.96,59.83,33.7,34.53,36.33,826,62200,60,53,38,30,62928
40012.15625000000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.74,47.73,47.73,22.27,23.72,23.1,22.62,23.17,25.57,21.7,21.05,23.21,18.86,51.78,59.76,33.7,34.45,36.33,826,62200,60,53,38,30,62928
40012.15972200000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.74,47.73,47.73,21.97,23.55,22.87,22.37,22.85,25.4,21.5,20.82,22.88,18.67,51.6,59.68,33.7,34.45,36.25,826,62200,50,53,38,30,62928
40012.16319400000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.85,47.73,47.73,21.72,23.32,22.75,22.5,22.6,25.27,21.25,20.6,22.77,18.44,51.44,59.5,33.7,34.45,36.25,826,62200,50,53,38,30,62928
40012.16666700000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.85,47.73,47.73,21.65,23.27,22.65,22.92,22.45,25.15,21.35,20.57,22.66,18.43,51.34,59.42,33.7,34.45,36.17,826,62200,50,53,38,30,62928
40012.17013900000,0,1211,2.9,0,0,1122,0,1,987,80.94,80.17,56.85,47.73,47.73,21.47,23,22.55,23.05,22.2,25.05,21.1,20.4,22.44,18.18,51.18,59.32,33.7,34.45,36.17,826,62200,59,53,38,30,62928
40012.17361100000,0,1211,2.89,0,0,1122,0,1,987,80.94,80.17,56.85,47.73,47.73,21.45,22.75,22.45,23.15,22.1,24.9,21,20.22,22.27,17.99,51,59.16,33.67,34.45,36.17,826,62200,59,53,38,30,62928
40012.17708300000,0,1211,2.89,0,0,1122,0,1,987,80.94,80.17,56.85,47.73,47.73,21.17,22.65,22.27,23.1,21.8,24.82,20.85,20.1,22.06,17.81,50.93,59.06,33.67,34.45,36.07,826,62200,59,53,38,30,62928
40012.18055600000,0,1211,2.89,0,0,1122,0,1,987,80.94,80.17,56.85,47.66,47.66,21,22.5,22.15,23.05,21.6,24.7,20.75,20,21.89,17.67,50.75,58.98,33.67,34.35,35.99,826,62200,59,52,38,39,62928
40012.18402800000,0,1211,2.89,0,0,1122,0,1,987,80.94,80.17,56.85,47.66,47.66,21,22.27,22.1,22.85,21.47,24.6,20.65,19.9,21.78,17.5,50.67,58.91,33.7,34.35,35.99,826,62200,59,52,38,39,62928
40012.18750000000,0,1211,2.89,0,0,1122,0,1,987,80.94,80.17,56.85,47.66,47.66,20.87,22.1,22.07,22.7,21.22,24.45,20.47,19.72,21.61,17.31,50.49,58.73,33.67,34.35,35.92,826,62200,59,52,38,39,62928
40012.19097200000,0,1211,2.89,0,0,1122,0,1,987,80.86,80.17,56.85,47.66,47.66,20.5,21.9,21.97,22.47,21,24.32,20.22,19.6,21.4,17.12,50.31,58.65,33.65,34.35,35.92,826,62200,59,51,38,39,62928
