Latitude (N) = 48.2575; Longitude (E) = 16.4333; Altitude = 190; 
mperature [C]; Relative Humidity [%]; Global Horizontal Radiation [W/m2];  Diffuse Horizontal Radiation [W/m2]; Direct Horizontal Radiation [W/m2]
02.09.2009 19:00:00; 20; 87; 0; 0; 0
02.09.2009 20:00:00; 19.8; 88; 0; 0; 0
02.09.2009 21:00:00; 18.8; 91; 0; 0; 0
02.09.2009 22:00:00; 18.4; 93; 0; 0; 0
02.09.2009 23:00:00; 18; 92; 0; 0; 0
03.09.2009 00:00:00; 17.4; 94; 0; 0; 0
03.09.2009 01:00:00; 17; 95; 0; 0; 0
03.09.2009 02:00:00; 17.1; 95; 0; 0; 0
03.09.2009 03:00:00; 17.7; 93; 0; 0; 0
03.09.2009 04:00:00; 17.7; 93; 0; 0; 0
03.09.2009 05:00:00; 17.8; 93; 0; 0; 0
03.09.2009 06:00:00; 18.9; 87; 138; 24.426; 113.574
03.09.2009 07:00:00; 21.3; 78; 301; 53.277; 247.723
03.09.2009 08:00:00; 22.9; 73; 479; 84.783; 394.217
03.09.2009 09:00:00; 24.6; 67; 581; 102.837; 478.163
03.09.2009 10:00:00; 25.9; 62; 663; 139.088; 523.912
03.09.2009 11:00:00; 27.5; 57; 698; 179.225; 518.775
03.09.2009 12:00:00; 27.4; 56; 687; 210.678; 476.322
03.09.2009 13:00:00; 28.2; 52; 652; 211.776; 440.224
03.09.2009 14:00:00; 29.1; 48; 543; 227.673; 315.327
03.09.2009 15:00:00; 28.6; 48; 396; 221.957; 174.043
03.09.2009 16:00:00; 28.3; 50; 204; 176.524; 27.4756
03.09.2009 17:00:00; 26.2; 59; 55; 52.6857; 2.31431
03.09.2009 18:00:00; 20.2; 94; 7; 6.8707; 0.129295
03.09.2009 19:00:00; 19.6; 93; 0; 0; 0
03.09.2009 20:00:00; 19.5; 86; 0; 0; 0
03.09.2009 21:00:00; 19.5; 89; 0; 0; 0
03.09.2009 22:00:00; 18.8; 92; 0; 0; 0
03.09.2009 23:00:00; 18.7; 93; 0; 0; 0
04.09.2009 00:00:00; 18.9; 88; 0; 0; 0
04.09.2009 01:00:00; 18.7; 81; 0; 0; 0
04.09.2009 02:00:00; 17.7; 81; 0; 0; 0
04.09.2009 03:00:00; 17.3; 88; 0; 0; 0
04.09.2009 04:00:00; 17.6; 85; 0; 0; 0
04.09.2009 05:00:00; 17.7; 74; 0; 0; 0
04.09.2009 06:00:00; 17.9; 78; 22; 21.1616; 0.838407
04.09.2009 07:00:00; 17.8; 81; 43; 41.7664; 1.23358
04.09.2009 08:00:00; 18; 83; 75; 72.6062; 2.39379
04.09.2009 09:00:00; 18.1; 83; 121; 116.234; 4.76577
04.09.2009 10:00:00; 18.1; 82; 114; 110.406; 3.59351
04.09.2009 11:00:00; 17.8; 83; 166; 159.017; 6.98336
04.09.2009 12:00:00; 17.6; 79; 160; 153.66; 6.33985
04.09.2009 13:00:00; 18; 81; 177; 168.938; 8.0615
04.09.2009 14:00:00; 17.3; 84; 124; 119.608; 4.39165
04.09.2009 15:00:00; 17.1; 91; 92; 89.0904; 2.90958
04.09.2009 16:00:00; 16.9; 92; 32; 31.5237; 0.476265
04.09.2009 17:00:00; 16.8; 94; 7; 6.9616; 0.0383989
04.09.2009 18:00:00; 16.3; 93; 0; 0; 0
04.09.2009 19:00:00; 15.8; 91; 0; 0; 0
04.09.2009 20:00:00; 15.7; 89; 0; 0; 0
04.09.2009 21:00:00; 15.1; 93; 0; 0; 0
04.09.2009 22:00:00; 14.9; 95; 0; 0; 0
04.09.2009 23:00:00; 16.8; 75; 0; 0; 0
05.09.2009 00:00:00; 15.1; 81; 0; 0; 0
05.09.2009 01:00:00; 14.6; 79; 0; 0; 0
05.09.2009 02:00:00; 14.4; 75; 0; 0; 0
05.09.2009 03:00:00; 13.9; 78; 0; 0; 0
05.09.2009 04:00:00; 13.4; 82; 0; 0; 0
05.09.2009 05:00:00; 13.3; 81; 0; 0; 0
05.09.2009 06:00:00; 13.8; 74; 58; 45.594; 12.406
05.09.2009 07:00:00; 15.3; 66; 339; 60.003; 278.997
05.09.2009 08:00:00; 16.2; 59; 497; 87.969; 409.031
05.09.2009 09:00:00; 17.2; 57; 579; 102.483; 476.517
05.09.2009 10:00:00; 17.2; 51; 471; 277.5; 193.5
05.09.2009 11:00:00; 18; 50; 473; 315.214; 157.786
05.09.2009 12:00:00; 18.8; 48; 600; 271.684; 328.316
05.09.2009 13:00:00; 18; 51; 245; 229.458; 15.5423
05.09.2009 14:00:00; 17.8; 51; 175; 166.188; 8.81247
05.09.2009 15:00:00; 17.4; 51; 96; 92.8013; 3.19873
05.09.2009 16:00:00; 17.1; 53; 67; 64.8829; 2.11706
05.09.2009 17:00:00; 16.6; 56; 46; 44.3001; 1.69989
05.09.2009 18:00:00; 14.3; 70; 6; 5.88535; 0.114654
05.09.2009 19:00:00; 12.8; 80; 0; 0; 0
05.09.2009 20:00:00; 13.6; 70; 0; 0; 0
05.09.2009 21:00:00; 12.6; 75; 0; 0; 0
05.09.2009 22:00:00; 11.2; 83; 0; 0; 0
05.09.2009 23:00:00; 10.6; 86; 0; 0; 0
06.09.2009 00:00:00; 12.4; 76; 0; 0; 0
06.09.2009 01:00:00; 12.3; 75; 0; 0; 0
06.09.2009 02:00:00; 13; 71; 0; 0; 0
06.09.2009 03:00:00; 11.9; 76; 0; 0; 0
06.09.2009 04:00:00; 12; 75; 0; 0; 0
06.09.2009 05:00:00; 11.5; 79; 0; 0; 0
06.09.2009 06:00:00; 14; 69; 0; 0; 0
06.09.2009 07:00:00; 14.5; 68; 243; 79.0732; 163.927
06.09.2009 08:00:00; 15.8; 67; 487; 86.199; 400.801
06.09.2009 09:00:00; 17.2; 63; 617; 109.209; 507.791
06.09.2009 10:00:00; 18.8; 60; 700; 123.9; 576.1
06.09.2009 11:00:00; 19.6; 54; 782; 138.414; 643.586
06.09.2009 12:00:00; 19.8; 55; 687; 196.101; 490.899
06.09.2009 13:00:00; 20.7; 52; 758; 134.166; 623.834
06.09.2009 14:00:00; 20.3; 49; 501; 242.259; 258.741
06.09.2009 15:00:00; 19.3; 50; 391; 212.803; 178.197
06.09.2009 16:00:00; 18.5; 55; 152; 140.948; 11.0524
06.09.2009 17:00:00; 17.7; 58; 84; 78.184; 5.81597
06.09.2009 18:00:00; 16.1; 64; 8; 7.77234; 0.227658
06.09.2009 19:00:00; 14.7; 73; 0; 0; 0
06.09.2009 20:00:00; 14.7; 73; 0; 0; 0
06.09.2009 21:00:00; 14.3; 75; 0; 0; 0
06.09.2009 22:00:00; 13.8; 75; 0; 0; 0
06.09.2009 23:00:00; 13.2; 76; 0; 0; 0
07.09.2009 00:00:00; 11.9; 82; 0; 0; 0
07.09.2009 01:00:00; 11.8; 84; 0; 0; 0
07.09.2009 02:00:00; 11; 88; 0; 0; 0
07.09.2009 03:00:00; 11.1; 89; 0; 0; 0
07.09.2009 04:00:00; 10.8; 90; 0; 0; 0
07.09.2009 05:00:00; 11.4; 88; 0; 0; 0
07.09.2009 06:00:00; 13.4; 78; 0; 0; 0
07.09.2009 07:00:00; 15.6; 69; 329; 58.233; 270.767
07.09.2009 08:00:00; 16.9; 64; 483; 85.491; 397.509
07.09.2009 09:00:00; 18.4; 60; 613; 108.501; 504.499
07.09.2009 10:00:00; 19.5; 56; 702; 124.254; 577.746
07.09.2009 11:00:00; 20.5; 53; 745; 131.865; 613.135
07.09.2009 12:00:00; 21; 51; 738; 135.098; 602.902
07.09.2009 13:00:00; 21.6; 49; 613; 226.14; 386.86
07.09.2009 14:00:00; 22; 48; 469; 255.27; 213.73
07.09.2009 15:00:00; 22.6; 45; 412; 197.384; 214.616
07.09.2009 16:00:00; 21.6; 44; 266; 160.366; 105.634
07.09.2009 17:00:00; 20; 48; 78; 72.8501; 5.14994
07.09.2009 18:00:00; 16.1; 66; 6; 5.85486; 0.145144
07.09.2009 19:00:00; 14.6; 81; 0; 0; 0
07.09.2009 20:00:00; 13.5; 87; 0; 0; 0
07.09.2009 21:00:00; 12.8; 88; 0; 0; 0
07.09.2009 22:00:00; 12.4; 88; 0; 0; 0
07.09.2009 23:00:00; 11.9; 89; 0; 0; 0
08.09.2009 00:00:00; 11.1; 93; 0; 0; 0
08.09.2009 01:00:00; 11.1; 94; 0; 0; 0
08.09.2009 02:00:00; 10.8; 94; 0; 0; 0
08.09.2009 03:00:00; 10.7; 95; 0; 0; 0
08.09.2009 04:00:00; 10.3; 95; 0; 0; 0
08.09.2009 05:00:00; 10.9; 94; 0; 0; 0
08.09.2009 06:00:00; 13.3; 83; 0; 0; 0
08.09.2009 07:00:00; 15; 74; 320; 56.64; 263.36
08.09.2009 08:00:00; 17.1; 68; 469; 83.013; 385.987
08.09.2009 09:00:00; 18.5; 62; 602; 106.554; 495.446
08.09.2009 10:00:00; 20.2; 54; 690; 122.13; 567.87
08.09.2009 11:00:00; 21.5; 52; 732; 129.564; 602.436
08.09.2009 12:00:00; 22.4; 47; 621; 244.664; 376.336
08.09.2009 13:00:00; 22; 43; 545; 269.055; 275.945
08.09.2009 14:00:00; 23.8; 39; 563; 186.72; 376.28
08.09.2009 15:00:00; 24.2; 39; 392; 204.171; 187.829
08.09.2009 16:00:00; 22.9; 37; 250; 161.692; 88.308
08.09.2009 17:00:00; 20.4; 46; 72; 67.4894; 4.51064
08.09.2009 18:00:00; 16.9; 64; 5; 4.88357; 0.116429
08.09.2009 19:00:00; 15.4; 78; 0; 0; 0
08.09.2009 20:00:00; 14.5; 80; 0; 0; 0
08.09.2009 21:00:00; 14.4; 81; 0; 0; 0
08.09.2009 22:00:00; 13.8; 83; 0; 0; 0
08.09.2009 23:00:00; 13.6; 86; 0; 0; 0
09.09.2009 00:00:00; 13; 89; 0; 0; 0
09.09.2009 01:00:00; 12; 92; 0; 0; 0
09.09.2009 02:00:00; 11.4; 93; 0; 0; 0
09.09.2009 03:00:00; 11.1; 95; 0; 0; 0
09.09.2009 04:00:00; 11; 95; 0; 0; 0
09.09.2009 05:00:00; 11.3; 95; 0; 0; 0
09.09.2009 06:00:00; 13.7; 85; 0; 0; 0
09.09.2009 07:00:00; 16.2; 72; 306; 54.162; 251.838
09.09.2009 08:00:00; 18.1; 62; 448; 79.296; 368.704
09.09.2009 09:00:00; 19.9; 53; 573; 101.421; 471.579
09.09.2009 10:00:00; 21.2; 52; 676; 119.652; 556.348
09.09.2009 11:00:00; 22.1; 47; 707; 138.066; 568.934
09.09.2009 12:00:00; 23; 45; 669; 198.34; 470.66
09.09.2009 13:00:00; 23.6; 45; 646; 186.102; 459.898
09.09.2009 14:00:00; 24.1; 44; 528; 210.416; 317.584
09.09.2009 15:00:00; 24.9; 44; 399; 196.006; 202.994
09.09.2009 16:00:00; 23.7; 45; 207; 163.883; 43.1173
09.09.2009 17:00:00; 21.1; 57; 62; 58.5585; 3.44149
09.09.2009 18:00:00; 18.6; 71; 4; 3.91171; 0.088291
09.09.2009 19:00:00; 17.3; 80; 0; 0; 0
09.09.2009 20:00:00; 16.3; 84; 0; 0; 0
09.09.2009 21:00:00; 16.8; 82; 0; 0; 0
09.09.2009 22:00:00; 17.2; 79; 0; 0; 0
09.09.2009 23:00:00; 17.2; 80; 0; 0; 0
10.09.2009 00:00:00; 17.4; 78; 0; 0; 0
10.09.2009 01:00:00; 16.9; 81; 0; 0; 0
10.09.2009 02:00:00; 16.7; 83; 0; 0; 0
10.09.2009 03:00:00; 16.6; 85; 0; 0; 0
10.09.2009 04:00:00; 16.2; 88; 0; 0; 0
10.09.2009 05:00:00; 16.5; 84; 0; 0; 0
10.09.2009 06:00:00; 16.9; 82; 33; 30.5682; 2.43178
10.09.2009 07:00:00; 17.6; 79; 152; 112.45; 39.5505
10.09.2009 08:00:00; 18.6; 73; 218; 181.785; 36.2151
10.09.2009 09:00:00; 19.1; 74; 413; 215.699; 197.301
10.09.2009 10:00:00; 21.3; 65; 477; 260.996; 216.004
10.09.2009 11:00:00; 23.4; 59; 661; 182.631; 478.369
10.09.2009 12:00:00; 24.4; 54; 612; 242.799; 369.201
10.09.2009 13:00:00; 25.2; 50; 583; 235.488; 347.512
10.09.2009 14:00:00; 25.9; 48; 497; 227.391; 269.609
10.09.2009 15:00:00; 24.4; 53; 295; 224.369; 70.6309
10.09.2009 16:00:00; 23.7; 57; 99; 94.019; 4.98101
10.09.2009 17:00:00; 22.2; 62; 42; 40.3733; 1.62669
10.09.2009 18:00:00; 21.3; 66; 2; 1.97289; 0.0271126
10.09.2009 19:00:00; 20.1; 68; 0; 0; 0
10.09.2009 20:00:00; 19.8; 68; 0; 0; 0
10.09.2009 21:00:00; 19.4; 70; 0; 0; 0
10.09.2009 22:00:00; 18.8; 73; 0; 0; 0
10.09.2009 23:00:00; 18.4; 76; 0; 0; 0
11.09.2009 00:00:00; 17.9; 79; 0; 0; 0
11.09.2009 01:00:00; 17.5; 81; 0; 0; 0
11.09.2009 02:00:00; 17.1; 80; 0; 0; 0
11.09.2009 03:00:00; 17; 81; 0; 0; 0
11.09.2009 04:00:00; 16.4; 83; 0; 0; 0
11.09.2009 05:00:00; 16.5; 82; 0; 0; 0
11.09.2009 06:00:00; 17.6; 78; 0; 0; 0
11.09.2009 07:00:00; 19.1; 72; 285; 50.445; 234.555
11.09.2009 08:00:00; 20; 69; 432; 76.464; 355.536
11.09.2009 09:00:00; 20.9; 68; 484; 162.429; 321.571
11.09.2009 10:00:00; 22.4; 60; 555; 207.906; 347.094
11.09.2009 11:00:00; 23.2; 52; 453; 305.31; 147.69
11.09.2009 12:00:00; 23.4; 53; 389; 316.979; 72.0213
11.09.2009 13:00:00; 22.9; 56; 206; 194.562; 11.438
11.09.2009 14:00:00; 22.3; 59; 166; 157.681; 8.3189
11.09.2009 15:00:00; 22; 58; 98; 94.4528; 3.54723
11.09.2009 16:00:00; 21.7; 60; 93; 88.5333; 4.46666
11.09.2009 17:00:00; 20.7; 64; 40; 38.4786; 1.52141
11.09.2009 18:00:00; 20; 68; 1; 0.991203; 0.00879651
11.09.2009 19:00:00; 20.3; 66; 0; 0; 0
11.09.2009 20:00:00; 19.5; 69; 0; 0; 0
11.09.2009 21:00:00; 19; 73; 0; 0; 0
11.09.2009 22:00:00; 18.8; 74; 0; 0; 0
11.09.2009 23:00:00; 18.4; 76; 0; 0; 0
12.09.2009 00:00:00; 17.8; 79; 0; 0; 0
12.09.2009 01:00:00; 17.4; 80; 0; 0; 0
12.09.2009 02:00:00; 17; 82; 0; 0; 0
12.09.2009 03:00:00; 16.6; 83; 0; 0; 0
12.09.2009 04:00:00; 16.2; 86; 0; 0; 0
12.09.2009 05:00:00; 16; 87; 0; 0; 0
12.09.2009 06:00:00; 16.3; 85; 65; 23.9002; 41.0998
12.09.2009 07:00:00; 16.9; 84; 139; 109.223; 29.7766
12.09.2009 08:00:00; 17.5; 82; 118; 111.629; 6.37095
12.09.2009 09:00:00; 18.1; 81; 195; 181.918; 13.0815
12.09.2009 10:00:00; 18.5; 77; 204; 191.925; 12.0752
12.09.2009 11:00:00; 19.3; 76; 269; 249.794; 19.2061
12.09.2009 12:00:00; 19.4; 74; 257; 239.838; 17.162
12.09.2009 13:00:00; 20.4; 71; 326; 294.391; 31.6088
12.09.2009 14:00:00; 21.7; 69; 448; 245.958; 202.042
12.09.2009 15:00:00; 20.6; 73; 282; 219.601; 62.3989
12.09.2009 16:00:00; 20.1; 73; 185; 155.27; 29.7296
12.09.2009 17:00:00; 18.6; 79; 54; 51.1376; 2.86245
12.09.2009 18:00:00; 18.5; 79; 1; 0.98745; 0.0125502
12.09.2009 19:00:00; 18.2; 77; 0; 0; 0
12.09.2009 20:00:00; 17.7; 81; 0; 0; 0
12.09.2009 21:00:00; 17.2; 81; 0; 0; 0
12.09.2009 22:00:00; 17; 81; 0; 0; 0
12.09.2009 23:00:00; 17; 81; 0; 0; 0
13.09.2009 00:00:00; 17; 81; 0; 0; 0
13.09.2009 01:00:00; 16.7; 81; 0; 0; 0
13.09.2009 02:00:00; 16.1; 80; 0; 0; 0
13.09.2009 03:00:00; 15.5; 79; 0; 0; 0
13.09.2009 04:00:00; 14.8; 78; 0; 0; 0
13.09.2009 05:00:00; 14; 80; 0; 0; 0
13.09.2009 06:00:00; 15.2; 78; 0; 0; 0
13.09.2009 07:00:00; 16; 74; 227; 62.844; 164.156
13.09.2009 08:00:00; 17.6; 64; 405; 71.685; 333.315
13.09.2009 09:00:00; 17.8; 64; 461; 173.451; 287.549
13.09.2009 10:00:00; 19.3; 58; 587; 170.315; 416.685
13.09.2009 11:00:00; 20.4; 56; 710; 125.67; 584.33
13.09.2009 12:00:00; 21.3; 54; 707; 134.77; 572.23
13.09.2009 13:00:00; 21.1; 51; 623; 185.742; 437.258
13.09.2009 14:00:00; 21.3; 51; 473; 228.682; 244.318
13.09.2009 15:00:00; 20.1; 55; 191; 177.22; 13.7801
13.09.2009 16:00:00; 19.3; 61; 91; 86.5788; 4.4212
13.09.2009 17:00:00; 18.4; 66; 39; 37.4568; 1.54325
13.09.2009 18:00:00; 17.7; 70; 1; 0.978044; 0.0219563
13.09.2009 19:00:00; 17.3; 73; 0; 0; 0
13.09.2009 20:00:00; 17; 73; 0; 0; 0
13.09.2009 21:00:00; 16.6; 76; 0; 0; 0
13.09.2009 22:00:00; 16.2; 81; 0; 0; 0
13.09.2009 23:00:00; 15.9; 83; 0; 0; 0
14.09.2009 00:00:00; 15.6; 85; 0; 0; 0
14.09.2009 01:00:00; 15.4; 87; 0; 0; 0
14.09.2009 02:00:00; 15; 92; 0; 0; 0
14.09.2009 03:00:00; 14.5; 96; 0; 0; 0
14.09.2009 04:00:00; 14.2; 95; 0; 0; 0
14.09.2009 05:00:00; 13.6; 92; 0; 0; 0
14.09.2009 06:00:00; 13.8; 88; 36; 29.4157; 6.58429
14.09.2009 07:00:00; 14.1; 83; 100; 92.2401; 7.75986
14.09.2009 08:00:00; 15.4; 81; 271; 168.663; 102.337
14.09.2009 09:00:00; 15.7; 78; 220; 203.096; 16.9041
14.09.2009 10:00:00; 16.4; 73; 205; 192.644; 12.3556
14.09.2009 11:00:00; 17.2; 73; 494; 284.425; 209.575
14.09.2009 12:00:00; 18.3; 68; 478; 299.729; 178.271
14.09.2009 13:00:00; 20.3; 58; 481; 277.95; 203.05
14.09.2009 14:00:00; 20.4; 57; 379; 261.195; 117.805
14.09.2009 15:00:00; 20.2; 60; 131; 124.442; 6.5576
14.09.2009 16:00:00; 19.9; 61; 77; 73.7796; 3.22045
14.09.2009 17:00:00; 19.1; 66; 30; 29.0549; 0.945079
14.09.2009 18:00:00; 18.9; 69; 0; 0; 0
14.09.2009 19:00:00; 18.2; 78; 0; 0; 0
14.09.2009 20:00:00; 16.2; 94; 0; 0; 0
14.09.2009 21:00:00; 16.2; 94; 0; 0; 0
14.09.2009 22:00:00; 16.1; 94; 0; 0; 0
14.09.2009 23:00:00; 16.1; 95; 0; 0; 0
15.09.2009 00:00:00; 15.6; 95; 0; 0; 0
15.09.2009 01:00:00; 15.5; 95; 0; 0; 0
15.09.2009 02:00:00; 15.6; 93; 0; 0; 0
15.09.2009 03:00:00; 15; 94; 0; 0; 0
15.09.2009 04:00:00; 14.3; 94; 0; 0; 0
15.09.2009 05:00:00; 14.5; 94; 0; 0; 0
15.09.2009 06:00:00; 15.3; 94; 41; 27.0037; 13.9963
15.09.2009 07:00:00; 16.3; 86; 133; 103.905; 29.0953
15.09.2009 08:00:00; 17.7; 81; 253; 170.906; 82.0945
15.09.2009 09:00:00; 19.1; 74; 454; 170.783; 283.217
15.09.2009 10:00:00; 20.2; 70; 438; 262.345; 175.655
15.09.2009 11:00:00; 21.1; 66; 448; 296.276; 151.724
15.09.2009 12:00:00; 21; 66; 408; 309.206; 98.7943
15.09.2009 13:00:00; 22.2; 62; 453; 284.436; 168.564
15.09.2009 14:00:00; 22.7; 59; 517; 187.396; 329.604
15.09.2009 15:00:00; 22.5; 61; 335; 200.951; 134.049
15.09.2009 16:00:00; 21.8; 64; 162; 145.024; 16.9763
15.09.2009 17:00:00; 20.9; 70; 39; 37.3447; 1.65529
15.09.2009 18:00:00; 19.8; 78; 0; 0; 0
15.09.2009 19:00:00; 19.8; 78; 0; 0; 0
15.09.2009 20:00:00; 19; 80; 0; 0; 0
15.09.2009 21:00:00; 17.7; 87; 0; 0; 0
15.09.2009 22:00:00; 17; 90; 0; 0; 0
15.09.2009 23:00:00; 16.7; 90; 0; 0; 0
16.09.2009 00:00:00; 16.4; 91; 0; 0; 0
16.09.2009 01:00:00; 16; 91; 0; 0; 0
16.09.2009 02:00:00; 14.8; 93; 0; 0; 0
16.09.2009 03:00:00; 14.1; 94; 0; 0; 0
16.09.2009 04:00:00; 15.1; 94; 0; 0; 0
16.09.2009 05:00:00; 15.4; 93; 0; 0; 0
16.09.2009 06:00:00; 16.9; 85; 0; 0; 0
16.09.2009 07:00:00; 18.7; 79; 283; 50.091; 232.909
16.09.2009 08:00:00; 20.4; 72; 360; 104.268; 255.732
16.09.2009 09:00:00; 21.8; 66; 505; 117.73; 387.27
16.09.2009 10:00:00; 22; 67; 445; 256.736; 188.264
16.09.2009 11:00:00; 22.9; 62; 498; 276.274; 221.726
16.09.2009 12:00:00; 23.4; 61; 372; 306.286; 65.7137
16.09.2009 13:00:00; 23.7; 61; 320; 286.604; 33.3963
16.09.2009 14:00:00; 25.3; 56; 407; 247.442; 159.558
16.09.2009 15:00:00; 24.4; 57; 308; 205.245; 102.755
16.09.2009 16:00:00; 23.4; 61; 119; 111.029; 7.97102
16.09.2009 17:00:00; 22.3; 65; 26; 25.2364; 0.76357
16.09.2009 18:00:00; 21.1; 71; 0; 0; 0
16.09.2009 19:00:00; 20.6; 74; 0; 0; 0
16.09.2009 20:00:00; 20.3; 76; 0; 0; 0
16.09.2009 21:00:00; 20.2; 77; 0; 0; 0
16.09.2009 22:00:00; 19.8; 81; 0; 0; 0
16.09.2009 23:00:00; 19.1; 86; 0; 0; 0
17.09.2009 00:00:00; 18.2; 89; 0; 0; 0
17.09.2009 01:00:00; 18.3; 89; 0; 0; 0
17.09.2009 02:00:00; 17.9; 91; 0; 0; 0
17.09.2009 03:00:00; 17.8; 93; 0; 0; 0
17.09.2009 04:00:00; 17.8; 93; 0; 0; 0
17.09.2009 05:00:00; 17.7; 92; 0; 0; 0
17.09.2009 06:00:00; 17.6; 92; 26; 23.3976; 2.60243
17.09.2009 07:00:00; 18.5; 88; 125; 100.211; 24.7888
17.09.2009 08:00:00; 19.2; 82; 134; 125.355; 8.64531
17.09.2009 09:00:00; 19.8; 81; 130; 123.956; 6.04375
17.09.2009 10:00:00; 19.9; 78; 91; 88.5146; 2.4854
17.09.2009 11:00:00; 20.4; 76; 114; 110.437; 3.56327
17.09.2009 12:00:00; 20.5; 72; 117; 113.321; 3.67901
17.09.2009 13:00:00; 20.2; 77; 123; 118.736; 4.26442
17.09.2009 14:00:00; 19.7; 82; 85; 82.6988; 2.3012
17.09.2009 15:00:00; 19.5; 84; 72; 69.9465; 2.0535
17.09.2009 16:00:00; 19.3; 85; 46; 44.7867; 1.21325
17.09.2009 17:00:00; 18.8; 86; 11; 10.8579; 0.142078
17.09.2009 18:00:00; 18.4; 88; 0; 0; 0
17.09.2009 19:00:00; 18.3; 91; 0; 0; 0
17.09.2009 20:00:00; 18.1; 92; 0; 0; 0
17.09.2009 21:00:00; 18; 92; 0; 0; 0
17.09.2009 22:00:00; 17.9; 93; 0; 0; 0
17.09.2009 23:00:00; 17.7; 93; 0; 0; 0
18.09.2009 00:00:00; 17.5; 93; 0; 0; 0
18.09.2009 01:00:00; 17.5; 92; 0; 0; 0
18.09.2009 02:00:00; 17.3; 92; 0; 0; 0
18.09.2009 03:00:00; 17.1; 90; 0; 0; 0
18.09.2009 04:00:00; 17.2; 87; 0; 0; 0
18.09.2009 05:00:00; 17; 86; 0; 0; 0
18.09.2009 06:00:00; 17.3; 84; 0; 0; 0
18.09.2009 07:00:00; 17.8; 82; 111; 97.0026; 13.9974
18.09.2009 08:00:00; 18.5; 81; 194; 166.705; 27.2949
18.09.2009 09:00:00; 19; 78; 228; 209.257; 18.7427
18.09.2009 10:00:00; 19.2; 78; 160; 152.262; 7.73823
18.09.2009 11:00:00; 20.7; 71; 427; 292.893; 134.107
18.09.2009 12:00:00; 21.8; 67; 398; 302.857; 95.1434
18.09.2009 13:00:00; 22.5; 61; 421; 283.391; 137.609
18.09.2009 14:00:00; 23; 59; 383; 247.795; 135.205
18.09.2009 15:00:00; 23.3; 59; 307; 198.663; 108.337
18.09.2009 16:00:00; 22.1; 62; 154; 137.379; 16.6212
18.09.2009 17:00:00; 20.1; 73; 35; 33.5022; 1.49778
18.09.2009 18:00:00; 19.5; 82; 0; 0; 0
18.09.2009 19:00:00; 18.4; 79; 0; 0; 0
18.09.2009 20:00:00; 16.9; 80; 0; 0; 0
18.09.2009 21:00:00; 15.9; 80; 0; 0; 0
18.09.2009 22:00:00; 15.2; 83; 0; 0; 0
18.09.2009 23:00:00; 14.8; 84; 0; 0; 0
19.09.2009 00:00:00; 14.2; 87; 0; 0; 0
19.09.2009 01:00:00; 13.4; 91; 0; 0; 0
19.09.2009 02:00:00; 13.1; 92; 0; 0; 0
19.09.2009 03:00:00; 12.7; 93; 0; 0; 0
19.09.2009 04:00:00; 12.2; 93; 0; 0; 0
19.09.2009 05:00:00; 13.4; 89; 0; 0; 0
19.09.2009 06:00:00; 14.8; 89; 46; 8.36994; 37.6301
19.09.2009 07:00:00; 16.3; 86; 182; 75.6683; 106.332
19.09.2009 08:00:00; 17.8; 81; 287; 147.364; 139.636
19.09.2009 09:00:00; 19.1; 66; 389; 199.15; 189.85
19.09.2009 10:00:00; 20.8; 57; 426; 254.982; 171.018
19.09.2009 11:00:00; 21.9; 57; 610; 185.406; 424.594
19.09.2009 12:00:00; 22.6; 55; 601; 208.078; 392.922
19.09.2009 13:00:00; 23.2; 55; 573; 197.296; 375.704
19.09.2009 14:00:00; 23.3; 55; 465; 205.278; 259.722
19.09.2009 15:00:00; 22.8; 57; 325; 188.983; 136.017
19.09.2009 16:00:00; 22.1; 59; 165; 137.061; 27.9385
19.09.2009 17:00:00; 20.9; 66; 36; 34.347; 1.653
19.09.2009 18:00:00; 19.8; 73; 0; 0; 0
19.09.2009 19:00:00; 18.8; 79; 0; 0; 0
19.09.2009 20:00:00; 18.1; 81; 0; 0; 0
19.09.2009 21:00:00; 18.1; 81; 0; 0; 0
19.09.2009 22:00:00; 16.9; 85; 0; 0; 0
19.09.2009 23:00:00; 16.1; 90; 0; 0; 0
20.09.2009 00:00:00; 15.5; 91; 0; 0; 0
20.09.2009 01:00:00; 15.8; 90; 0; 0; 0
20.09.2009 02:00:00; 14.6; 92; 0; 0; 0
20.09.2009 03:00:00; 13.5; 94; 0; 0; 0
20.09.2009 04:00:00; 12.9; 95; 0; 0; 0
20.09.2009 05:00:00; 13.8; 91; 0; 0; 0
20.09.2009 06:00:00; 15; 81; 0; 0; 0
20.09.2009 07:00:00; 16.8; 70; 233; 41.241; 191.759
20.09.2009 08:00:00; 18.6; 65; 391; 69.207; 321.793
20.09.2009 09:00:00; 20.5; 60; 521; 92.217; 428.783
20.09.2009 10:00:00; 22.1; 56; 607; 110.016; 496.984
20.09.2009 11:00:00; 23.4; 52; 651; 136.873; 514.127
20.09.2009 12:00:00; 24.3; 51; 584; 217.141; 366.859
20.09.2009 13:00:00; 24.6; 49; 489; 251.159; 237.841
20.09.2009 14:00:00; 24.6; 49; 329; 250.028; 78.9724
20.09.2009 15:00:00; 24.5; 50; 290; 195.823; 94.1772
20.09.2009 16:00:00; 23.4; 52; 161; 134.295; 26.7046
20.09.2009 17:00:00; 21.9; 56; 37; 35.175; 1.82504
