Latitude (N) = 48.2575; Longitude (E) = 16.4333; Altitude = 190; 
Date; Dry Bulb Temperature [°C]; Relative Humidity [%]; Global Horizontal Radiation [Wh/m2]; Diffuse Horizontal Radiation [Wh/m2]; Direct Horizontal Radiation [Wh/m2]
27.07.2009 07:00:00; 19.3; 63; 412; 72.924;339.076
27.07.2009 08:00:00; 21.7; 56; 581; 102.837;478.163
27.07.2009 09:00:00; 22.9; 55; 717; 126.909;590.091
27.07.2009 10:00:00; 24.6; 51; 809; 143.193;665.807
27.07.2009 11:00:00; 25.9; 47; 866; 153.282;712.718
27.07.2009 12:00:00; 26.8; 43; 867; 153.459;713.541
27.07.2009 13:00:00; 27.8; 42; 828; 146.556;681.444
27.07.2009 14:00:00; 27.9; 41; 741; 131.157;609.843
27.07.2009 15:00:00; 28.3; 41; 616; 109.032;506.968
27.07.2009 16:00:00; 28; 43; 469; 83.013;385.987
27.07.2009 17:00:00; 27.5; 43; 300; 53.1;246.9
27.07.2009 18:00:00; 26.3; 45; 139; 24.603;114.397
27.07.2009 19:00:00; 24.7; 48; 23; 4.071;18.929
27.07.2009 20:00:00; 23.7; 51; 0; 0;0
27.07.2009 21:00:00; 22.3; 57; 0; 0;0
27.07.2009 22:00:00; 20.9; 64; 0; 0;0
27.07.2009 23:00:00; 19.8; 71; 0; 0;0
28.07.2009 00:00:00; 18.5; 80; 0; 0;0
28.07.2009 01:00:00; 17; 88; 0; 0;0
28.07.2009 02:00:00; 17; 88; 0; 0;0
28.07.2009 03:00:00; 16.5; 90; 0; 0;0
28.07.2009 04:00:00; 17.5; 89; 8; 1.416;6.584
28.07.2009 05:00:00; 18.6; 85; 99; 17.523;81.477
28.07.2009 06:00:00; 22.2; 66; 243; 43.011;199.989
28.07.2009 07:00:00; 23.2; 58; 411; 72.747;338.253
28.07.2009 08:00:00; 24.3; 56; 591; 104.607;486.393
28.07.2009 09:00:00; 24.6; 56; 678; 120.006;557.994
28.07.2009 10:00:00; 24.6; 54; 482; 85.314;396.686
28.07.2009 11:00:00; 26.3; 52; 872; 154.344;717.656
28.07.2009 12:00:00; 25.4; 55; 793; 140.361;652.639
28.07.2009 13:00:00; 24.4; 55; 535; 94.695;440.305
28.07.2009 14:00:00; 24.8; 55; 538; 95.226;442.774
28.07.2009 15:00:00; 25; 55; 358; 63.366;294.634
28.07.2009 16:00:00; 24.8; 55; 157; 27.789;129.211
28.07.2009 17:00:00; 25.3; 54; 178; 31.506;146.494
28.07.2009 18:00:00; 23.4; 59; 107; 18.939;88.061
28.07.2009 19:00:00; 21.8; 69; 11; 1.947;9.053
28.07.2009 20:00:00; 21.3; 75; 0; 0;0
28.07.2009 21:00:00; 20.4; 80; 0; 0;0
28.07.2009 22:00:00; 19.6; 84; 0; 0;0
28.07.2009 23:00:00; 19.3; 85; 0; 0;0
29.07.2009 00:00:00; 18.9; 85; 0; 0;0
29.07.2009 01:00:00; 18.6; 85; 0; 0;0
29.07.2009 02:00:00; 17.9; 89; 0; 0;0
29.07.2009 03:00:00; 17.3; 90; 0; 0;0
29.07.2009 04:00:00; 17.1; 92; 8; 1.416;6.584
29.07.2009 05:00:00; 18.3; 87; 102; 18.054;83.946
29.07.2009 06:00:00; 19.3; 82; 250; 44.25;205.75
29.07.2009 07:00:00; 20.9; 69; 419; 74.163;344.837
29.07.2009 08:00:00; 22; 66; 573; 101.421;471.579
29.07.2009 09:00:00; 23.3; 62; 711; 125.847;585.153
29.07.2009 10:00:00; 25.2; 48; 796; 140.892;655.108
29.07.2009 11:00:00; 26.6; 44; 832; 147.264;684.736
29.07.2009 12:00:00; 27.1; 41; 865; 153.105;711.895
29.07.2009 13:00:00; 27.7; 40; 793; 140.361;652.639
29.07.2009 14:00:00; 28.1; 39; 738; 130.626;607.374
29.07.2009 15:00:00; 28.5; 38; 612; 108.324;503.676
29.07.2009 16:00:00; 28.4; 38; 453; 80.181;372.819
29.07.2009 17:00:00; 27.9; 39; 286; 50.622;235.378
29.07.2009 18:00:00; 26.4; 41; 127; 22.479;104.521
29.07.2009 19:00:00; 24.6; 46; 18; 3.186;14.814
29.07.2009 20:00:00; 23.1; 52; 0; 0;0
29.07.2009 21:00:00; 20.5; 68; 0; 0;0
29.07.2009 22:00:00; 19.1; 76; 0; 0;0
29.07.2009 23:00:00; 18.2; 80; 0; 0;0
30.07.2009 00:00:00; 17.7; 82; 0; 0;0
30.07.2009 01:00:00; 17.2; 83; 0; 0;0
30.07.2009 02:00:00; 16.6; 86; 0; 0;0
30.07.2009 03:00:00; 15.6; 90; 0; 0;0
30.07.2009 04:00:00; 16; 89; 6; 1.062;4.938
30.07.2009 05:00:00; 18.8; 78; 90; 15.93;74.07
30.07.2009 06:00:00; 20.9; 71; 245; 43.365;201.635
30.07.2009 07:00:00; 22.8; 68; 410; 72.57;337.43
30.07.2009 08:00:00; 24.6; 62; 562; 99.474;462.526
30.07.2009 09:00:00; 26.3; 57; 685; 121.245;563.755
30.07.2009 10:00:00; 28.3; 53; 776; 137.352;638.648
30.07.2009 11:00:00; 30; 48; 814; 144.078;669.922
30.07.2009 12:00:00; 29.9; 47; 821; 145.317;675.683
30.07.2009 13:00:00; 30.7; 47; 770; 136.29;633.71
30.07.2009 14:00:00; 31.1; 47; 678; 120.006;557.994
30.07.2009 15:00:00; 30.2; 48; 400; 70.8;329.2
30.07.2009 16:00:00; 28.8; 49; 339; 60.003;278.997
30.07.2009 17:00:00; 28.2; 51; 96; 16.992;79.008
30.07.2009 18:00:00; 27.1; 52; 78; 13.806;64.194
30.07.2009 19:00:00; 25.3; 56; 11; 1.947;9.053
30.07.2009 20:00:00; 24.9; 57; 0; 0;0
30.07.2009 21:00:00; 24.7; 57; 0; 0;0
30.07.2009 22:00:00; 23.7; 57; 0; 0;0
30.07.2009 23:00:00; 20.7; 73; 0; 0;0
31.07.2009 00:00:00; 20.3; 81; 0; 0;0
31.07.2009 01:00:00; 20.1; 79; 0; 0;0
31.07.2009 02:00:00; 20.2; 75; 0; 0;0
31.07.2009 03:00:00; 20.1; 72; 0; 0;0
31.07.2009 04:00:00; 19.3; 76; 5; 0.885;4.115
31.07.2009 05:00:00; 20.1; 69; 83; 14.691;68.309
31.07.2009 06:00:00; 20.7; 64; 225; 39.825;185.175
31.07.2009 07:00:00; 21.8; 59; 407; 72.039;334.961
31.07.2009 08:00:00; 23.1; 58; 561; 99.297;461.703
31.07.2009 09:00:00; 23.7; 56; 578; 102.306;475.694
31.07.2009 10:00:00; 24.5; 52; 610; 107.97;502.03
31.07.2009 11:00:00; 25.3; 51; 631; 111.687;519.313
31.07.2009 12:00:00; 25.7; 47; 646; 114.342;531.658
31.07.2009 13:00:00; 26.3; 46; 622; 110.094;511.906
31.07.2009 14:00:00; 27.4; 42; 588; 104.076;483.924
31.07.2009 15:00:00; 27.5; 43; 539; 95.403;443.597
31.07.2009 16:00:00; 26.6; 44; 371; 65.667;305.333
31.07.2009 17:00:00; 25.7; 43; 182; 32.214;149.786
31.07.2009 18:00:00; 24.6; 50; 32; 5.664;26.336
31.07.2009 19:00:00; 23.5; 55; 6; 1.062;4.938
31.07.2009 20:00:00; 22.7; 60; 0; 0;0
31.07.2009 21:00:00; 21.5; 65; 0; 0;0
31.07.2009 22:00:00; 21.1; 67; 0; 0;0
31.07.2009 23:00:00; 20.4; 66; 0; 0;0
01.08.2009 00:00:00; 19.9; 66; 0; 0;0
01.08.2009 01:00:00; 18.7; 72; 0; 0;0
01.08.2009 02:00:00; 18.6; 70; 0; 0;0
01.08.2009 03:00:00; 18; 74; 0; 0;0
01.08.2009 04:00:00; 18.3; 73; 5; 0.885;4.115
01.08.2009 05:00:00; 19.1; 71; 62; 10.974;51.026
01.08.2009 06:00:00; 20.2; 68; 205; 36.285;168.715
01.08.2009 07:00:00; 21.6; 62; 375; 66.375;308.625
01.08.2009 08:00:00; 23.2; 58; 539; 95.403;443.597
01.08.2009 09:00:00; 25.1; 55; 670; 118.59;551.41
01.08.2009 10:00:00; 26; 52; 762; 134.874;627.126
01.08.2009 11:00:00; 26.8; 52; 798; 141.246;656.754
01.08.2009 12:00:00; 28.1; 47; 816; 144.432;671.568
01.08.2009 13:00:00; 29.5; 48; 780; 138.06;641.94
01.08.2009 14:00:00; 30.1; 47; 699; 123.723;575.277
01.08.2009 15:00:00; 30.2; 46; 582; 103.014;478.986
01.08.2009 16:00:00; 30.7; 47; 428; 75.756;352.244
01.08.2009 17:00:00; 30; 48; 265; 46.905;218.095
01.08.2009 18:00:00; 28.8; 51; 110; 19.47;90.53
01.08.2009 19:00:00; 27; 57; 15; 2.655;12.345
01.08.2009 20:00:00; 25.7; 62; 0; 0;0
01.08.2009 21:00:00; 24.7; 66; 0; 0;0
01.08.2009 22:00:00; 23.7; 70; 0; 0;0
01.08.2009 23:00:00; 22.6; 75; 0; 0;0
01.08.2009 24:00:00; 21.9; 80; 0; 0;0
02.08.2009 01:00:00; 20.6; 86; 0; 0;0
02.08.2009 02:00:00; 19.7; 90; 0; 0;0
02.08.2009 03:00:00; 20.2; 88; 0; 0;0
02.08.2009 04:00:00; 20.2; 86; 5; 0.885;4.115
02.08.2009 05:00:00; 21.4; 82; 81; 14.337;66.663
02.08.2009 06:00:00; 23; 75; 225; 39.825;185.175
02.08.2009 07:00:00; 24.7; 71; 390; 69.03;320.97
02.08.2009 08:00:00; 26.8; 66; 539; 95.403;443.597
02.08.2009 09:00:00; 28.2; 63; 662; 117.174;544.826
02.08.2009 10:00:00; 30; 58; 754; 133.458;620.542
02.08.2009 11:00:00; 31.6; 51; 801; 141.777;659.223
02.08.2009 12:00:00; 33.6; 39; 810; 143.37;666.63
02.08.2009 13:00:00; 34.9; 37; 773; 136.821;636.179
02.08.2009 14:00:00; 34; 40; 570; 100.89;469.11
02.08.2009 15:00:00; 34.4; 43; 406; 71.862;334.138
02.08.2009 16:00:00; 33.5; 45; 416; 73.632;342.368
02.08.2009 17:00:00; 32.4; 49; 240; 42.48;197.52
02.08.2009 18:00:00; 30; 54; 70; 12.39;57.61
02.08.2009 19:00:00; 28.5; 59; 4; 0.708;3.292
02.08.2009 20:00:00; 22.9; 72; 0; 0;0
02.08.2009 21:00:00; 21.8; 81; 0; 0;0
02.08.2009 22:00:00; 21.2; 81; 0; 0;0
02.08.2009 23:00:00; 20.5; 79; 0; 0;0
03.08.2009 00:00:00; 20.2; 78; 0; 0;0
03.08.2009 01:00:00; 20.4; 76; 0; 0;0
03.08.2009 02:00:00; 20.9; 70; 0; 0;0
03.08.2009 03:00:00; 20.4; 71; 0; 0;0
03.08.2009 04:00:00; 20; 74; 5; 0.885;4.115
03.08.2009 05:00:00; 20; 76; 47; 8.319;38.681
03.08.2009 06:00:00; 21.7; 70; 241; 42.657;198.343
03.08.2009 07:00:00; 23; 66; 402; 71.154;330.846
03.08.2009 08:00:00; 24.8; 62; 550; 97.35;452.65
03.08.2009 09:00:00; 24.4; 60; 582; 103.014;478.986
03.08.2009 10:00:00; 25.7; 58; 768; 135.936;632.064
03.08.2009 11:00:00; 26.7; 53; 786; 139.122;646.878
03.08.2009 12:00:00; 25.8; 57; 375; 66.375;308.625
03.08.2009 13:00:00; 27.2; 56; 524; 92.748;431.252
03.08.2009 14:00:00; 25.3; 61; 136; 24.072;111.928
03.08.2009 15:00:00; 23.8; 79; 146; 25.842;120.158
03.08.2009 16:00:00; 24.3; 68; 209; 36.993;172.007
03.08.2009 17:00:00; 24.2; 71; 116; 20.532;95.468
03.08.2009 18:00:00; 23.5; 77; 42; 7.434;34.566
03.08.2009 19:00:00; 23.1; 80; 4; 0.708;3.292
03.08.2009 20:00:00; 22.1; 82; 0; 0;0
03.08.2009 21:00:00; 21.4; 85; 0; 0;0
03.08.2009 22:00:00; 20; 93; 0; 0;0
03.08.2009 23:00:00; 19.5; 94; 0; 0;0
04.08.2009 00:00:00; 19.7; 93; 0; 0;0
04.08.2009 01:00:00; 19.2; 94; 0; 0;0
04.08.2009 02:00:00; 19.2; 93; 0; 0;0
04.08.2009 03:00:00; 19.1; 94; 0; 0;0
04.08.2009 04:00:00; 19.3; 94; 0; 0;0
04.08.2009 05:00:00; 18.7; 94; 8; 1.416;6.584
04.08.2009 06:00:00; 18.7; 93; 37; 6.549;30.451
04.08.2009 07:00:00; 18.7; 93; 61; 10.797;50.203
04.08.2009 08:00:00; 18.3; 93; 49; 8.673;40.327
04.08.2009 09:00:00; 18.6; 91; 124; 21.948;102.052
04.08.2009 10:00:00; 19.2; 87; 182; 32.214;149.786
04.08.2009 11:00:00; 19.1; 86; 99; 17.523;81.477
04.08.2009 12:00:00; 19; 92; 139; 24.603;114.397
04.08.2009 13:00:00; 18.8; 92; 103; 18.231;84.769
04.08.2009 14:00:00; 19.2; 90; 71; 12.567;58.433
04.08.2009 15:00:00; 19.1; 87; 121; 21.417;99.583
04.08.2009 16:00:00; 19.1; 92; 112; 19.824;92.176
04.08.2009 17:00:00; 19.1; 90; 70; 12.39;57.61
04.08.2009 18:00:00; 18.9; 90; 67; 11.859;55.141
04.08.2009 19:00:00; 18.3; 92; 4; 0.708;3.292
04.08.2009 20:00:00; 17.9; 93; 0; 0;0
04.08.2009 21:00:00; 17.8; 92; 0; 0;0
04.08.2009 22:00:00; 17.5; 92; 0; 0;0
04.08.2009 23:00:00; 17.6; 91; 0; 0;0
05.08.2009 00:00:00; 17.6; 90; 0; 0;0
05.08.2009 01:00:00; 17.4; 89; 0; 0;0
05.08.2009 02:00:00; 17.3; 88; 0; 0;0
05.08.2009 03:00:00; 17.6; 85; 0; 0;0
05.08.2009 04:00:00; 17.5; 86; 1; 0.177;0.823
05.08.2009 05:00:00; 17.7; 85; 32; 5.664;26.336
05.08.2009 06:00:00; 18.9; 80; 185; 32.745;152.255
05.08.2009 07:00:00; 19.5; 79; 321; 56.817;264.183
05.08.2009 08:00:00; 21.2; 72; 365; 64.605;300.395
05.08.2009 09:00:00; 22.6; 67; 581; 102.837;478.163
05.08.2009 10:00:00; 22.2; 73; 284; 50.268;233.732
05.08.2009 11:00:00; 23.2; 66; 361; 63.897;297.103
05.08.2009 12:00:00; 22.8; 63; 302; 53.454;248.546
05.08.2009 13:00:00; 24.4; 59; 424; 75.048;348.952
05.08.2009 14:00:00; 25.1; 57; 533; 94.341;438.659
05.08.2009 15:00:00; 25.6; 56; 542; 95.934;446.066
05.08.2009 16:00:00; 24.6; 58; 381; 67.437;313.563
05.08.2009 17:00:00; 24.3; 61; 135; 23.895;111.105
05.08.2009 18:00:00; 23.5; 65; 39; 6.903;32.097
05.08.2009 19:00:00; 22.6; 72; 4; 0.708;3.292
05.08.2009 20:00:00; 22; 74; 0; 0;0
05.08.2009 21:00:00; 21.2; 76; 0; 0;0
05.08.2009 22:00:00; 20.3; 81; 0; 0;0
05.08.2009 23:00:00; 19.6; 85; 0; 0;0
06.08.2009 00:00:00; 19.5; 86; 0; 0;0
06.08.2009 01:00:00; 19.3; 85; 0; 0;0
06.08.2009 02:00:00; 19.2; 84; 0; 0;0
06.08.2009 03:00:00; 19.2; 83; 0; 0;0
06.08.2009 04:00:00; 18.5; 86; 4; 0.708;3.292
06.08.2009 05:00:00; 19.9; 79; 69; 12.213;56.787
06.08.2009 06:00:00; 20.5; 75; 208; 36.816;171.184
06.08.2009 07:00:00; 21.3; 73; 372; 65.844;306.156
06.08.2009 08:00:00; 23.1; 66; 536; 94.872;441.128
06.08.2009 09:00:00; 23.6; 64; 626; 110.802;515.198
06.08.2009 10:00:00; 25.1; 60; 666; 117.882;548.118
06.08.2009 11:00:00; 25.5; 57; 710; 125.67;584.33
06.08.2009 12:00:00; 25.5; 58; 706; 124.962;581.038
06.08.2009 13:00:00; 26.2; 52; 369; 65.313;303.687
06.08.2009 14:00:00; 26.4; 52; 505; 89.385;415.615
06.08.2009 15:00:00; 26.7; 49; 494; 87.438;406.562
06.08.2009 16:00:00; 27.2; 46; 445; 78.765;366.235
06.08.2009 17:00:00; 26.8; 46; 240; 42.48;197.52
06.08.2009 18:00:00; 25; 50; 81; 14.337;66.663
06.08.2009 19:00:00; 23.4; 57; 8; 1.416;6.584
06.08.2009 20:00:00; 23; 59; 0; 0;0
06.08.2009 21:00:00; 22.7; 60; 0; 0;0
06.08.2009 22:00:00; 22.1; 63; 0; 0;0
06.08.2009 23:00:00; 21.9; 65; 0; 0;0
07.08.2009 00:00:00; 21.1; 68; 0; 0;0
07.08.2009 01:00:00; 20.1; 74; 0; 0;0
07.08.2009 02:00:00; 19.4; 78; 0; 0;0
07.08.2009 03:00:00; 18.8; 80; 0; 0;0
07.08.2009 04:00:00; 18.6; 81; 5; 0.885;4.115
07.08.2009 05:00:00; 19.3; 80; 71; 12.567;58.433
07.08.2009 06:00:00; 20.3; 76; 218; 38.586;179.414
07.08.2009 07:00:00; 21.3; 72; 385; 68.145;316.855
07.08.2009 08:00:00; 23; 68; 543; 96.111;446.889
07.08.2009 09:00:00; 24.6; 66; 605; 107.085;497.915
07.08.2009 10:00:00; 25.1; 62; 742; 131.334;610.666
07.08.2009 11:00:00; 26.9; 56; 702; 124.254;577.746
07.08.2009 12:00:00; 27.1; 54; 748; 132.396;615.604
07.08.2009 13:00:00; 27.1; 52; 688; 121.776;566.224
07.08.2009 14:00:00; 27.7; 50; 442; 78.234;363.766
07.08.2009 15:00:00; 29.2; 46; 509; 90.093;418.907
07.08.2009 16:00:00; 28.6; 48; 442; 78.234;363.766
07.08.2009 17:00:00; 28.8; 48; 287; 50.799;236.201
07.08.2009 18:00:00; 27.1; 50; 97; 17.169;79.831
07.08.2009 19:00:00; 25.5; 54; 5; 0.885;4.115
07.08.2009 20:00:00; 23.4; 60; 0; 0;0
07.08.2009 21:00:00; 21.9; 63; 0; 0;0
07.08.2009 22:00:00; 21.2; 65; 0; 0;0
07.08.2009 23:00:00; 20.5; 68; 0; 0;0
08.08.2009 00:00:00; 19.8; 71; 0; 0;0
08.08.2009 01:00:00; 19.4; 74; 0; 0;0
08.08.2009 02:00:00; 18.5; 79; 0; 0;0
08.08.2009 03:00:00; 17.3; 86; 0; 0;0
08.08.2009 04:00:00; 17.2; 86; 2; 0.354;1.646
08.08.2009 05:00:00; 18.4; 81; 44; 7.788;36.212
08.08.2009 06:00:00; 19.8; 76; 217; 38.409;178.591
08.08.2009 07:00:00; 21.4; 69; 340; 60.18;279.82
08.08.2009 08:00:00; 22.5; 67; 310; 54.87;255.13
08.08.2009 09:00:00; 24.8; 62; 663; 117.351;545.649
08.08.2009 10:00:00; 25.6; 59; 751; 132.927;618.073
08.08.2009 11:00:00; 27.1; 52; 774; 136.998;637.002
08.08.2009 12:00:00; 27.9; 50; 731; 129.387;601.613
08.08.2009 13:00:00; 28.3; 48; 755; 133.635;621.365
08.08.2009 14:00:00; 28.8; 46; 619; 109.563;509.437
08.08.2009 15:00:00; 27.6; 48; 364; 64.428;299.572
08.08.2009 16:00:00; 28; 47; 272; 48.144;223.856
08.08.2009 17:00:00; 26.6; 53; 128; 22.656;105.344
08.08.2009 18:00:00; 25.1; 62; 50; 8.85;41.15
08.08.2009 19:00:00; 24.5; 64; 7; 1.239;5.761
08.08.2009 20:00:00; 23; 72; 0; 0;0
08.08.2009 21:00:00; 22.3; 78; 0; 0;0
08.08.2009 22:00:00; 21.7; 81; 0; 0;0
08.08.2009 23:00:00; 20.5; 87; 0; 0;0
09.08.2009 00:00:00; 19.9; 77; 0; 0;0
09.08.2009 01:00:00; 19.3; 74; 0; 0;0
09.08.2009 02:00:00; 18.8; 78; 0; 0;0
09.08.2009 03:00:00; 18.9; 75; 0; 0;0
09.08.2009 04:00:00; 18; 81; 4; 0.708;3.292
09.08.2009 05:00:00; 19.7; 80; 68; 12.036;55.964
09.08.2009 06:00:00; 20.5; 71; 166; 29.382;136.618
09.08.2009 07:00:00; 21.5; 66; 178; 31.506;146.494
09.08.2009 08:00:00; 21.9; 62; 313; 55.401;257.599
09.08.2009 09:00:00; 22.2; 61; 369; 65.313;303.687
09.08.2009 10:00:00; 22.2; 61; 323; 57.171;265.829
09.08.2009 11:00:00; 22.6; 61; 377; 66.729;310.271
09.08.2009 12:00:00; 22.7; 62; 237; 41.949;195.051
09.08.2009 13:00:00; 22.9; 61; 323; 57.171;265.829
09.08.2009 14:00:00; 22.9; 63; 299; 52.923;246.077
09.08.2009 15:00:00; 22.5; 63; 343; 60.711;282.289
09.08.2009 16:00:00; 22.3; 65; 196; 34.692;161.308
09.08.2009 17:00:00; 22.2; 66; 175; 30.975;144.025
09.08.2009 18:00:00; 21.8; 67; 81; 14.337;66.663
09.08.2009 19:00:00; 20.5; 75; 6; 1.062;4.938
09.08.2009 20:00:00; 20.5; 76; 0; 0;0
09.08.2009 21:00:00; 20.1; 79; 0; 0;0
09.08.2009 22:00:00; 19.6; 80; 0; 0;0
09.08.2009 23:00:00; 19.4; 81; 0; 0;0
10.08.2009 00:00:00; 19.4; 79; 0; 0;0
10.08.2009 01:00:00; 19; 81; 0; 0;0
10.08.2009 02:00:00; 18.8; 83; 0; 0;0
10.08.2009 03:00:00; 18.5; 84; 0; 0;0
10.08.2009 04:00:00; 18.5; 85; 4; 0.708;3.292
10.08.2009 05:00:00; 19; 83; 51; 9.027;41.973
10.08.2009 06:00:00; 20; 80; 162; 28.674;133.326
10.08.2009 07:00:00; 21.4; 75; 333; 58.941;274.059
10.08.2009 08:00:00; 23.5; 65; 500; 88.5;411.5
10.08.2009 09:00:00; 25; 59; 650; 115.05;534.95
10.08.2009 10:00:00; 26.3; 55; 739; 130.803;608.197
10.08.2009 11:00:00; 27.1; 53; 782; 138.414;643.586
10.08.2009 12:00:00; 27.6; 51; 803; 142.131;660.869
10.08.2009 13:00:00; 28.4; 48; 713; 126.201;586.799
10.08.2009 14:00:00; 28.3; 48; 504; 89.208;414.792
10.08.2009 15:00:00; 27.6; 50; 183; 32.391;150.609
10.08.2009 16:00:00; 27.2; 50; 125; 22.125;102.875
10.08.2009 17:00:00; 26.3; 55; 83; 14.691;68.309
10.08.2009 18:00:00; 25.3; 60; 23; 4.071;18.929
10.08.2009 19:00:00; 17.9; 96; 0; 0;0
10.08.2009 20:00:00; 18.3; 94; 0; 0;0
10.08.2009 21:00:00; 18.3; 92; 0; 0;0
10.08.2009 22:00:00; 18.3; 93; 0; 0;0
10.08.2009 23:00:00; 18.7; 89; 0; 0;0
11.08.2009 00:00:00; 18.7; 92; 0; 0;0
11.08.2009 01:00:00; 18.7; 93; 0; 0;0
11.08.2009 02:00:00; 18.7; 94; 0; 0;0
11.08.2009 03:00:00; 18.5; 92; 0; 0;0
11.08.2009 04:00:00; 18.6; 92; 1; 0.177;0.823
11.08.2009 05:00:00; 18.6; 90; 22; 3.894;18.106
11.08.2009 06:00:00; 19.1; 88; 53; 9.381;43.619
11.08.2009 07:00:00; 19.7; 83; 84; 14.868;69.132
11.08.2009 08:00:00; 19.8; 85; 89; 15.753;73.247
11.08.2009 09:00:00; 20.2; 84; 205; 36.285;168.715
11.08.2009 10:00:00; 22.8; 73; 448; 79.296;368.704
11.08.2009 11:00:00; 22; 76; 482; 85.314;396.686
11.08.2009 12:00:00; 24.4; 66; 626; 110.802;515.198
11.08.2009 13:00:00; 24.9; 63; 723; 127.971;595.029
11.08.2009 14:00:00; 19.7; 88; 330; 58.41;271.59
11.08.2009 15:00:00; 22.4; 74; 410; 72.57;337.43
11.08.2009 16:00:00; 22.5; 81; 363; 64.251;298.749
11.08.2009 17:00:00; 21.2; 83; 139; 24.603;114.397
11.08.2009 18:00:00; 20.6; 77; 69; 12.213;56.787
11.08.2009 19:00:00; 20.5; 72; 6; 1.062;4.938
11.08.2009 20:00:00; 20.4; 71; 0; 0;0
11.08.2009 21:00:00; 20.5; 71; 0; 0;0
11.08.2009 22:00:00; 20.6; 72; 0; 0;0
11.08.2009 23:00:00; 19.9; 79; 0; 0;0
12.08.2009 00:00:00; 19.5; 81; 0; 0;0
12.08.2009 01:00:00; 20.2; 75; 0; 0;0
12.08.2009 02:00:00; 20.2; 75; 0; 0;0
12.08.2009 03:00:00; 19.6; 76; 0; 0;0
12.08.2009 04:00:00; 19.2; 80; 1; 0.177;0.823
12.08.2009 05:00:00; 19.6; 77; 46; 8.142;37.858
12.08.2009 06:00:00; 20.4; 74; 158; 27.966;130.034
12.08.2009 07:00:00; 22.9; 66; 347; 61.419;285.581
12.08.2009 08:00:00; 23; 64; 370; 65.49;304.51
12.08.2009 09:00:00; 23.9; 63; 388; 68.676;319.324
12.08.2009 10:00:00; 24.2; 62; 449; 79.473;369.527
12.08.2009 11:00:00; 25.8; 56; 659; 116.643;542.357
12.08.2009 12:00:00; 26.7; 53; 662; 117.174;544.826
12.08.2009 13:00:00; 25.7; 57; 440; 77.88;362.12
12.08.2009 14:00:00; 25.1; 57; 193; 34.161;158.839
12.08.2009 15:00:00; 25; 55; 356; 63.012;292.988
12.08.2009 16:00:00; 23.5; 58; 120; 21.24;98.76
12.08.2009 17:00:00; 23.4; 59; 134; 23.718;110.282
12.08.2009 18:00:00; 22.8; 62; 41; 7.257;33.743
12.08.2009 19:00:00; 22.2; 66; 2; 0.354;1.646
12.08.2009 20:00:00; 21; 73; 0; 0;0
12.08.2009 21:00:00; 20.2; 77; 0; 0;0
12.08.2009 22:00:00; 19.7; 80; 0; 0;0
12.08.2009 23:00:00; 19.5; 80; 0; 0;0
13.08.2009 00:00:00; 18.8; 85; 0; 0;0
13.08.2009 01:00:00; 18.9; 85; 0; 0;0
13.08.2009 02:00:00; 18.9; 85; 0; 0;0
13.08.2009 03:00:00; 19.2; 85; 0; 0;0
13.08.2009 04:00:00; 19.1; 84; 0; 0;0
13.08.2009 05:00:00; 19.4; 82; 21; 3.717;17.283
13.08.2009 06:00:00; 21.3; 66; 85; 15.045;69.955
13.08.2009 07:00:00; 22.1; 64; 221; 39.117;181.883
13.08.2009 08:00:00; 22.9; 62; 289; 51.153;237.847
13.08.2009 09:00:00; 24; 63; 348; 61.596;286.404
13.08.2009 10:00:00; 23; 68; 288; 50.976;237.024
13.08.2009 11:00:00; 22.7; 68; 342; 60.534;281.466
13.08.2009 12:00:00; 25.6; 61; 795; 140.715;654.285
13.08.2009 13:00:00; 22; 83; 477; 84.429;392.571
13.08.2009 14:00:00; 23.4; 72; 387; 68.499;318.501
13.08.2009 15:00:00; 22.4; 76; 261; 46.197;214.803
13.08.2009 16:00:00; 23; 72; 258; 45.666;212.334
13.08.2009 17:00:00; 21.8; 83; 60; 10.62;49.38
13.08.2009 18:00:00; 21.1; 86; 18; 3.186;14.814
13.08.2009 19:00:00; 20.9; 84; 1; 0.177;0.823
13.08.2009 20:00:00; 20.3; 83; 0; 0;0
13.08.2009 21:00:00; 19.9; 86; 0; 0;0
13.08.2009 22:00:00; 19.4; 88; 0; 0;0
13.08.2009 23:00:00; 19.5; 86; 0; 0;0
14.08.2009 00:00:00; 19.9; 84; 0; 0;0
14.08.2009 01:00:00; 19.6; 86; 0; 0;0
14.08.2009 02:00:00; 19.3; 86; 0; 0;0
14.08.2009 03:00:00; 18.4; 82; 0; 0;0
14.08.2009 04:00:00; 18; 84; 0; 0;0
14.08.2009 05:00:00; 17.8; 89; 7; 1.239;5.761
14.08.2009 06:00:00; 17.8; 83; 74; 13.098;60.902
14.08.2009 07:00:00; 19.3; 78; 221; 39.117;181.883
14.08.2009 08:00:00; 21.4; 71; 470; 83.19;386.81
14.08.2009 09:00:00; 21.9; 65; 593; 104.961;488.039
14.08.2009 10:00:00; 23.1; 55; 759; 134.343;624.657
14.08.2009 11:00:00; 23.7; 54; 779; 137.883;641.117
14.08.2009 12:00:00; 25; 50; 767; 135.759;631.241
14.08.2009 13:00:00; 24.6; 45; 704; 124.608;579.392
14.08.2009 14:00:00; 26; 44; 678; 120.006;557.994
